
ad_group_id,campaign_id,ad_group_name,audience_id,channel,bid_strategy,avg_bid,weekly_budget_allocated,weekly_budget_spent,impressions,clicks,conversions,conversion_value,ctr,cvr,roas,week
395,4,AG_4_5,AUD8,Display,Manual CPC,9.51,846111.39,789325.44,5961727,128589,15430,239286932.67,0.0216,0.12,303.154,4
396,5,AG_5_1,AUD6,Display,Max Conversions,7.57,58941.42,50466.31,447090,7688,912,7600849.98,0.0172,0.1187,150.612,4
397,5,AG_5_2,AUD1,Display,Manual CPC,7.85,87279.68,75153.91,866492,13732,1568,13401454.85,0.0158,0.1142,178.32,4
398,5,AG_5_3,AUD8,Display,Max Conversions,8.8,56610.76,56590.82,366677,5753,629,10904840.32,0.0157,0.1094,192.696,4
399,5,AG_5_4,AUD8,Display,Manual CPC,10.09,65882.8,68644.53,621434,11402,1282,16876816.46,0.0183,0.1125,245.858,4
400,5,AG_5_5,AUD2,Display,tROAS,6.2,60512.73,58742.8,672476,11022,1215,17003081.09,0.0164,0.1103,289.45,4
401,6,AG_6_1,AUD9,Video,tROAS,12.03,605355.97,530125.24,2412363,35023,2978,40650668.59,0.0145,0.0851,76.681,4
402,6,AG_6_2,AUD1,Video,Manual CPC,11.93,593219.14,610045.24,3442351,42544,3526,53359724.18,0.0124,0.0829,87.468,4
403,6,AG_6_3,AUD5,Video,Max Conversions,8.69,485037.79,488717.38,1589926,20725,1745,28930652.91,0.013,0.0842,59.197,4
404,6,AG_6_4,AUD9,Video,Manual CPC,6.28,425848.97,364164.1,1825226,26538,2256,28324118.24,0.0145,0.085,77.778,4
405,6,AG_6_5,AUD1,Video,Manual CPC,9.53,518854.4,470789.36,2287659,32985,2794,41320489.53,0.0144,0.0847,87.769,4
406,7,AG_7_1,AUD8,Video,tROAS,8.37,244522.2,239742.48,737288,11054,706,7297077.87,0.015,0.0639,30.437,4
407,7,AG_7_2,AUD10,Video,Max Conversions,13.6,248628.14,244676.97,1154751,17485,1136,14841344.44,0.0151,0.065,60.657,4
408,7,AG_7_3,AUD2,Video,tROAS,14.46,210697.06,181474.04,1106826,14437,991,10440123.09,0.013,0.0687,57.53,4
409,7,AG_7_4,AUD9,Video,Manual CPC,11.05,236675.5,220669.24,746383,11026,822,9337477.38,0.0148,0.0746,42.314,4
410,7,AG_7_5,AUD1,Video,tROAS,14.15,240631.39,210577.69,614510,8521,602,6064966.02,0.0139,0.0707,28.802,4
411,8,AG_8_1,AUD6,Social,Max Conversions,12.28,570273.71,531626.14,3870894,94668,8149,133843819.8,0.0245,0.0861,251.763,4
412,8,AG_8_2,AUD2,Social,Manual CPC,14.96,578820.11,505710.69,4002900,109865,9658,105827808.77,0.0274,0.0879,209.266,4
413,8,AG_8_3,AUD9,Social,Manual CPC,15.75,607514.4,565946.16,3272578,84833,6752,54996059.18,0.0259,0.0796,97.175,4
414,8,AG_8_4,AUD9,Social,tROAS,10.32,512606.1,535483.17,3723653,95512,7155,117285329.04,0.0257,0.0749,219.027,4
415,8,AG_8_5,AUD10,Social,Max Conversions,14.16,517227.79,502834.38,2192401,57137,4485,53310158.22,0.0261,0.0785,106.019,4
416,9,AG_9_1,AUD1,Social,Max Conversions,13.17,439461.28,421849.63,1860770,38415,2418,28872942.62,0.0206,0.063,68.444,4
417,9,AG_9_2,AUD4,Social,Max Conversions,12.58,452893.84,457571.56,2782230,57720,4017,51837553.59,0.0207,0.0696,113.288,4
418,9,AG_9_3,AUD7,Social,Max Conversions,12.92,425179.93,389001.72,2064663,39869,2422,26873526.28,0.0193,0.0608,69.083,4
419,9,AG_9_4,AUD10,Social,Max Conversions,12.45,421357.31,399633.49,1887259,36874,2242,17988630.36,0.0195,0.0608,45.013,4
420,9,AG_9_5,AUD4,Social,Manual CPC,19.4,342074.35,298546.21,1908013,38572,2412,21215666.11,0.0202,0.0625,71.063,4
421,10,AG_10_1,AUD6,Video,Manual CPC,14.8,464088.88,404295.7,1366025,7040,383,4305437.72,0.0052,0.0545,10.649,4
422,10,AG_10_2,AUD9,Video,Max Conversions,11.83,412434.19,359901.29,1851182,11189,530,7225255.97,0.006,0.0474,20.076,4
423,10,AG_10_3,AUD7,Video,Max Conversions,14.55,335322.31,310602.94,1877344,11010,623,6721372.1,0.0059,0.0566,21.64,4
424,10,AG_10_4,AUD7,Video,Manual CPC,8.2,312028.66,308490.1,1078216,6547,367,6605050.47,0.0061,0.0561,21.411,4
425,10,AG_10_5,AUD3,Video,Manual CPC,11.44,451198.45,407093.36,1269467,6590,310,4613825.36,0.0052,0.0472,11.334,4
426,11,AG_11_1,AUD5,Social,Max Conversions,19.22,355263.03,371793.59,1886904,27895,1424,13581390.2,0.0148,0.0511,36.529,4
427,11,AG_11_2,AUD3,Social,Max Conversions,14.83,195855.99,177074.25,903686,12984,653,7246531.82,0.0144,0.0504,40.924,4
428,11,AG_11_3,AUD3,Social,Manual CPC,19.61,246638.78,242187.62,1879149,27819,1446,19663508.8,0.0148,0.052,81.191,4
429,11,AG_11_4,AUD9,Social,tROAS,19.23,230610.5,217019.64,947870,13532,714,6395684.98,0.0143,0.0528,29.471,4
430,11,AG_11_5,AUD4,Social,tROAS,18.43,266088.34,229498.4,1042944,14757,684,10074328.46,0.0141,0.0464,43.897,4
431,12,AG_12_1,AUD3,Display,tROAS,8.49,216383.94,213227.93,1582057,14968,418,7081301.92,0.0095,0.028,33.21,4
432,12,AG_12_2,AUD2,Display,Manual CPC,10.75,235861.51,228274.15,2141732,18664,475,7488647.99,0.0087,0.0255,32.806,4
433,12,AG_12_3,AUD7,Display,Manual CPC,8.73,242918.27,245050.88,1857201,18119,488,7866021.46,0.0098,0.0269,32.1,4
434,12,AG_12_4,AUD8,Display,Manual CPC,5.22,344601.6,311401.03,3911890,35807,930,14019962.22,0.0092,0.026,45.022,4
435,12,AG_12_5,AUD8,Display,tROAS,7.51,299172.21,280566.18,3323468,33251,967,15218653.24,0.01,0.0291,54.243,4
436,13,AG_13_1,AUD9,Display,Max Conversions,11.76,427965.16,404910.51,3503235,35291,1180,11443150.28,0.0101,0.0334,28.261,4
437,13,AG_13_2,AUD7,Display,Manual CPC,5.48,353631.03,317425.24,2175613,21842,620,9395704.46,0.01,0.0284,29.6,4
438,13,AG_13_3,AUD2,Display,Manual CPC,10.44,443853.59,426557.48,3274346,37659,1259,14622848.49,0.0115,0.0335,34.281,4
439,13,AG_13_4,AUD4,Display,Manual CPC,11.04,385287.9,380130.41,3282259,36350,1015,17095088.52,0.0111,0.0279,44.972,4
440,13,AG_13_5,AUD10,Display,tROAS,9.09,544239.12,568847.26,5244359,50898,1465,18177059.92,0.0097,0.0288,31.954,4
441,14,AG_14_1,AUD5,Video,Max Conversions,12.68,372827.87,345898.62,2445587,9986,146,1890449.55,0.0041,0.0146,5.465,4
442,14,AG_14_2,AUD3,Video,tROAS,8.81,317554.59,277888.32,822853,3291,49,754748.5,0.004,0.0151,2.716,4
443,14,AG_14_3,AUD10,Video,tROAS,6.0,224112.36,214243.97,1093928,4375,70,758307.57,0.004,0.0161,3.539,4
444,14,AG_14_4,AUD4,Video,tROAS,7.2,345622.91,296013.81,1203618,4873,75,1192952.22,0.004,0.0155,4.03,4
445,14,AG_14_5,AUD5,Video,Manual CPC,10.96,304979.3,301377.58,1440839,5763,88,735862.39,0.004,0.0153,2.442,4
446,15,AG_15_1,AUD8,Social,tROAS,11.03,173720.51,158215.04,719207,14052,368,5975590.44,0.0195,0.0262,37.769,4
447,15,AG_15_2,AUD1,Social,Max Conversions,14.91,283694.8,269484.45,1204570,25643,677,8666210.26,0.0213,0.0264,32.158,4
448,15,AG_15_3,AUD2,Social,Max Conversions,18.16,247439.65,228946.6,1333461,28428,731,7271942.7,0.0213,0.0257,31.763,4
449,15,AG_15_4,AUD7,Social,Max Conversions,10.56,202114.34,181511.3,1056203,23806,582,5436576.2,0.0225,0.0245,29.952,4
450,15,AG_15_5,AUD10,Social,Max Conversions,13.35,217513.08,184964.95,1257621,28391,743,7465024.63,0.0226,0.0262,40.359,4
451,16,AG_16_1,AUD8,Search,tROAS,24.99,333103.36,292143.84,1108995,19758,912,14206542.69,0.0178,0.0462,48.629,4
452,16,AG_16_2,AUD1,Search,Max Conversions,23.22,502129.48,495460.44,3356339,58285,2721,42747954.05,0.0174,0.0467,86.279,4
453,16,AG_16_3,AUD4,Search,Max Conversions,22.55,345089.86,314405.4,1642677,32546,1398,18982185.56,0.0198,0.043,60.375,4
454,16,AG_16_4,AUD1,Search,tROAS,20.99,359787.37,355372.43,1338957,27375,1382,13310244.81,0.0204,0.0505,37.454,4
455,16,AG_16_5,AUD5,Search,tROAS,24.32,378977.4,366217.33,1390946,25791,1105,12301699.92,0.0185,0.0429,33.591,4
456,17,AG_17_1,AUD6,Display,Manual CPC,7.88,107834.63,108755.62,815881,9021,234,1929158.91,0.0111,0.026,17.738,4
457,17,AG_17_2,AUD10,Display,tROAS,10.01,106707.68,98382.65,704896,7316,194,3109831.7,0.0104,0.0266,31.61,4
458,17,AG_17_3,AUD10,Display,tROAS,5.6,102937.59,95996.29,650769,7569,194,3091462.56,0.0116,0.0257,32.204,4
459,17,AG_17_4,AUD10,Display,Manual CPC,5.44,120002.25,102835.68,1023752,11090,277,4475393.55,0.0108,0.0251,43.52,4
460,17,AG_17_5,AUD1,Display,Manual CPC,7.79,71425.22,61706.33,511123,5686,143,1748097.48,0.0111,0.0252,28.329,4
461,18,AG_18_1,AUD10,Display,tROAS,11.32,65071.94,58249.32,744209,10537,303,2810531.5,0.0142,0.0288,48.25,4
462,18,AG_18_2,AUD3,Display,Manual CPC,10.89,59564.71,56710.28,398359,4855,123,1932727.47,0.0122,0.0255,34.081,4
463,18,AG_18_3,AUD1,Display,Max Conversions,5.87,105900.2,104804.61,1002171,13306,362,3765750.56,0.0133,0.0272,35.931,4
464,18,AG_18_4,AUD2,Display,tROAS,5.2,66219.81,58652.59,556683,7434,201,2152055.96,0.0134,0.027,36.692,4
465,18,AG_18_5,AUD8,Display,Manual CPC,6.29,105356.33,109146.17,936734,11669,289,2616597.14,0.0125,0.0248,23.973,4
466,19,AG_19_1,AUD6,Search,Manual CPC,23.57,503595.72,472496.64,2999033,97113,6355,105761854.77,0.0324,0.0654,223.836,4
467,19,AG_19_2,AUD10,Search,Manual CPC,25.3,592216.27,518392.1,2227883,74616,4220,47911273.66,0.0335,0.0566,92.423,4
468,19,AG_19_3,AUD7,Search,Manual CPC,18.39,748647.34,719373.6,3936290,137770,8766,141234513.86,0.035,0.0636,196.33,4
469,19,AG_19_4,AUD9,Search,tROAS,22.18,460591.15,431693.79,1671805,58392,3722,60794315.18,0.0349,0.0637,140.827,4
470,19,AG_19_5,AUD2,Search,Manual CPC,24.21,632903.03,544509.98,3231755,104799,6008,75302505.98,0.0324,0.0573,138.294,4
471,20,AG_20_1,AUD2,Display,Manual CPC,9.25,516773.42,539290.51,3801576,42224,2474,36843897.05,0.0111,0.0586,68.319,4
472,20,AG_20_2,AUD3,Display,Manual CPC,6.19,495594.51,459726.66,4726431,58395,3385,44510296.17,0.0124,0.058,96.819,4
473,20,AG_20_3,AUD6,Display,Max Conversions,11.69,340209.74,345630.55,2994468,37926,2139,27173247.83,0.0127,0.0564,78.619,4
474,20,AG_20_4,AUD5,Display,Max Conversions,10.65,613124.12,612664.81,6060179,74905,4284,46072616.87,0.0124,0.0572,75.2,4
475,20,AG_20_5,AUD7,Display,tROAS,6.69,470898.54,487995.45,4069587,49081,2721,21869211.97,0.0121,0.0555,44.814,4
476,21,AG_21_1,AUD8,Video,tROAS,13.99,63730.82,60841.17,315140,3029,103,1807900.05,0.0096,0.034,29.715,4
477,21,AG_21_2,AUD4,Video,Max Conversions,7.17,97933.8,98143.48,580583,5031,153,1241634.8,0.0087,0.0306,12.651,4
478,21,AG_21_3,AUD8,Video,Max Conversions,8.4,79762.88,78932.9,604266,4991,168,1421713.76,0.0083,0.0337,18.012,4
479,21,AG_21_4,AUD9,Video,Manual CPC,6.48,88874.02,78952.76,392898,3702,109,1686574.25,0.0094,0.0296,21.362,4
480,21,AG_21_5,AUD1,Video,Manual CPC,14.07,79265.43,76692.32,431708,3785,116,1251019.74,0.0088,0.0307,16.312,4
481,22,AG_22_1,AUD7,Social,Max Conversions,13.3,640263.31,600765.12,2600035,63805,5475,96185603.21,0.0245,0.0858,160.105,4
482,22,AG_22_2,AUD3,Social,tROAS,16.11,636897.9,638030.16,3784485,98478,7965,88319685.44,0.026,0.0809,138.426,4
483,22,AG_22_3,AUD1,Social,Max Conversions,10.85,392154.44,350596.2,2339110,52136,4924,74101824.18,0.0223,0.0945,211.359,4
484,22,AG_22_4,AUD5,Social,tROAS,10.36,672075.55,592185.66,3712459,81672,7063,78858520.67,0.022,0.0865,133.165,4
485,22,AG_22_5,AUD1,Social,Max Conversions,19.39,419982.01,400148.43,2616938,66311,5403,68545247.95,0.0253,0.0815,171.3,4
486,23,AG_23_1,AUD10,Video,Manual CPC,8.53,350668.66,367801.48,1338388,14285,1277,14166070.35,0.0107,0.0894,38.516,4
487,23,AG_23_2,AUD8,Video,tROAS,13.96,296802.82,293291.85,887061,9554,948,16333377.14,0.0108,0.0993,55.69,4
488,23,AG_23_3,AUD7,Video,Manual CPC,7.46,329871.04,283583.26,1628050,17980,1555,17983212.23,0.011,0.0865,63.414,4
489,23,AG_23_4,AUD7,Video,Max Conversions,11.72,209281.48,195737.04,700174,7671,735,10878338.51,0.011,0.0959,55.576,4
490,23,AG_23_5,AUD2,Video,tROAS,14.6,198632.21,184331.33,830432,8561,726,7879723.66,0.0103,0.0849,42.748,4
491,24,AG_24_1,AUD7,Display,tROAS,10.62,790477.92,764526.87,6376507,129967,12446,163494810.96,0.0204,0.0958,213.851,4
492,24,AG_24_2,AUD10,Display,tROAS,9.76,590508.13,513233.07,3272124,66551,6393,77075247.62,0.0203,0.0961,150.176,4
493,24,AG_24_3,AUD7,Display,Manual CPC,8.4,674408.5,677380.18,4585942,97788,9858,165797246.26,0.0213,0.1008,244.762,4
494,24,AG_24_4,AUD3,Display,Max Conversions,6.39,464429.63,440077.06,4056586,87385,8447,82333634.77,0.0215,0.0967,187.089,4
495,24,AG_24_5,AUD4,Display,Manual CPC,7.19,839940.91,758972.54,7602282,143983,13276,127268672.9,0.0189,0.0922,167.685,4
496,25,AG_25_1,AUD3,Search,tROAS,28.17,510934.85,481663.18,2391671,83708,10044,147721848.82,0.035,0.12,306.691,4
497,25,AG_25_2,AUD10,Search,Manual CPC,22.83,716560.92,695262.86,2626986,91944,11033,128733693.31,0.035,0.12,185.158,4
498,25,AG_25_3,AUD10,Search,tROAS,23.86,620900.28,621249.1,2582724,90173,10820,95164032.98,0.0349,0.12,153.182,4
499,25,AG_25_4,AUD5,Search,Manual CPC,29.5,772702.12,721415.04,2942836,94884,11386,199298238.5,0.0322,0.12,276.26,4
500,25,AG_25_5,AUD10,Search,Max Conversions,22.15,463325.98,472084.84,2253224,78862,9463,151385548.35,0.035,0.12,320.674,4
501,1,AG_1_1,AUD3,Social,Manual CPC,18.09,694029.9,685251.22,3452540,88958,10674,116260477.04,0.0258,0.12,169.661,5
502,1,AG_1_2,AUD1,Social,Manual CPC,15.53,1037134.29,986288.74,4591556,127277,15273,205670134.9,0.0277,0.12,208.529,5
503,1,AG_1_3,AUD2,Social,Manual CPC,12.28,779698.59,731376.11,5912248,158347,19001,230436208.44,0.0268,0.12,315.072,5
504,1,AG_1_4,AUD5,Social,Manual CPC,14.12,739531.54,694998.68,3763537,99558,11946,147380633.54,0.0265,0.12,212.059,5
505,1,AG_1_5,AUD10,Social,Max Conversions,19.47,804945.22,773418.69,4579396,121706,14604,235231077.14,0.0266,0.12,304.145,5
506,2,AG_2_1,AUD7,Search,tROAS,22.79,166788.07,159979.86,910558,22864,2743,26014658.53,0.0251,0.12,162.612,5
507,2,AG_2_2,AUD5,Search,tROAS,19.04,113374.07,114692.77,646610,15708,1884,21018914.33,0.0243,0.12,183.263,5
508,2,AG_2_3,AUD7,Search,tROAS,22.51,176740.86,168743.64,1095845,24832,2979,24008477.91,0.0227,0.12,142.278,5
509,2,AG_2_4,AUD5,Search,Max Conversions,21.15,174964.84,165207.84,783828,20976,2517,26107692.33,0.0268,0.12,158.029,5
510,2,AG_2_5,AUD3,Search,Max Conversions,28.0,208561.31,213297.59,834931,21544,2585,39220117.12,0.0258,0.12,183.875,5
511,3,AG_3_1,AUD1,Video,Manual CPC,12.78,637642.66,649786.64,2695023,36697,2732,30414010.23,0.0136,0.0745,46.806,5
512,3,AG_3_2,AUD10,Video,Max Conversions,7.38,655149.98,665919.49,2539533,30278,2327,28498280.62,0.0119,0.0769,42.795,5
513,3,AG_3_3,AUD3,Video,tROAS,11.32,429109.9,403720.96,2002646,24775,1691,15046953.48,0.0124,0.0683,37.271,5
514,3,AG_3_4,AUD3,Video,Max Conversions,7.11,483674.17,452897.37,3002766,38011,2634,23807129.43,0.0127,0.0693,52.566,5
515,3,AG_3_5,AUD9,Video,tROAS,8.95,546179.78,485715.78,2354796,32508,2594,26731036.08,0.0138,0.0798,55.034,5
516,4,AG_4_1,AUD5,Display,Max Conversions,5.49,448806.58,447608.44,5400861,61253,6294,87510577.95,0.0113,0.1028,195.507,5
517,4,AG_4_2,AUD5,Display,Max Conversions,11.63,360514.89,335174.96,3467851,39413,4312,52236039.38,0.0114,0.1094,155.847,5
518,4,AG_4_3,AUD3,Display,tROAS,6.14,424952.36,370648.83,3927463,45461,5225,58494995.86,0.0116,0.1149,157.818,5
519,4,AG_4_4,AUD10,Display,tROAS,8.56,459334.89,391914.47,4163793,45836,4801,84719543.3,0.011,0.1048,216.168,5
520,4,AG_4_5,AUD8,Display,Max Conversions,10.35,539692.73,505938.37,4334510,51782,5183,66167238.25,0.0119,0.1001,130.781,5
521,5,AG_5_1,AUD7,Display,Max Conversions,6.09,427501.18,375936.75,3328623,41992,3284,43412344.22,0.0126,0.0782,115.478,5
522,5,AG_5_2,AUD3,Display,Manual CPC,9.04,446755.91,455310.83,4503042,61884,5216,60361741.06,0.0137,0.0843,132.573,5
523,5,AG_5_3,AUD6,Display,tROAS,7.7,396250.67,386528.03,4180921,57387,4410,53656242.43,0.0137,0.0769,138.816,5
524,5,AG_5_4,AUD5,Display,Manual CPC,7.16,581316.71,561949.8,6872542,81737,7153,104908478.26,0.0119,0.0875,186.687,5
525,5,AG_5_5,AUD5,Display,Max Conversions,5.88,567964.67,571751.49,5243216,69989,5229,46154659.42,0.0133,0.0747,80.725,5
526,6,AG_6_1,AUD8,Video,tROAS,12.21,128598.52,126211.67,494079,3714,213,1765763.07,0.0075,0.0574,13.99,5
527,6,AG_6_2,AUD5,Video,Max Conversions,11.54,82190.45,70921.99,278789,1935,118,1959990.41,0.0069,0.0614,27.636,5
528,6,AG_6_3,AUD10,Video,tROAS,6.04,95343.0,91825.94,322378,2422,129,1898250.23,0.0075,0.0535,20.672,5
529,6,AG_6_4,AUD10,Video,Max Conversions,6.31,75620.38,65712.36,305102,1994,117,1454209.49,0.0065,0.0587,22.13,5
530,6,AG_6_5,AUD7,Video,Manual CPC,13.64,68826.69,59341.16,252748,1642,92,896678.06,0.0065,0.0566,15.111,5
531,7,AG_7_1,AUD4,Video,Manual CPC,9.05,626477.22,595509.58,4295566,39437,1837,17600785.08,0.0092,0.0466,29.556,5
532,7,AG_7_2,AUD8,Video,Manual CPC,12.59,685773.73,666122.14,2520049,23603,1151,20561625.35,0.0094,0.0488,30.868,5
533,7,AG_7_3,AUD9,Video,tROAS,12.61,410752.41,415271.91,3072435,26057,1377,19331343.77,0.0085,0.0529,46.551,5
534,7,AG_7_4,AUD4,Video,tROAS,7.11,414665.75,403487.6,1197393,11139,547,5274091.75,0.0093,0.0492,13.071,5
535,7,AG_7_5,AUD4,Video,tROAS,9.3,675064.18,588291.6,2983699,28862,1271,18894514.44,0.0097,0.0441,32.118,5
536,8,AG_8_1,AUD4,Social,Manual CPC,12.46,495022.0,506266.62,2284199,35590,2282,39497031.08,0.0156,0.0641,78.016,5
537,8,AG_8_2,AUD2,Social,tROAS,15.62,456750.6,424647.06,3261653,49963,3261,26955509.6,0.0153,0.0653,63.477,5
538,8,AG_8_3,AUD9,Social,Max Conversions,18.04,478218.31,481561.59,3555126,53230,3525,55524422.73,0.015,0.0662,115.301,5
539,8,AG_8_4,AUD9,Social,tROAS,14.3,613308.07,591393.29,4310454,63813,3700,32546869.77,0.0148,0.058,55.034,5
540,8,AG_8_5,AUD3,Social,Manual CPC,14.56,598810.06,586282.8,3027149,41877,2674,42079331.34,0.0138,0.0639,71.773,5
541,9,AG_9_1,AUD5,Social,Manual CPC,12.96,476604.66,483085.03,2568344,37072,1702,21727186.4,0.0144,0.0459,44.976,5
542,9,AG_9_2,AUD2,Social,Max Conversions,14.36,291519.36,304795.9,2531696,42058,2005,30574450.95,0.0166,0.0477,100.311,5
543,9,AG_9_3,AUD3,Social,tROAS,14.58,385299.3,368510.48,2144214,30388,1516,26188953.84,0.0142,0.0499,71.067,5
544,9,AG_9_4,AUD3,Social,tROAS,12.73,264588.08,238312.22,1722014,28075,1209,17638618.38,0.0163,0.0431,74.015,5
545,9,AG_9_5,AUD7,Social,Max Conversions,11.25,279014.53,266934.4,2204200,33871,1705,19915860.12,0.0154,0.0504,74.61,5
546,10,AG_10_1,AUD10,Video,Max Conversions,13.62,309957.21,307490.57,1515516,6525,243,2205111.32,0.0043,0.0373,7.171,5
547,10,AG_10_2,AUD4,Video,Manual CPC,10.66,450151.55,395076.89,1690102,7222,266,3430942.64,0.0043,0.0369,8.684,5
548,10,AG_10_3,AUD6,Video,tROAS,9.22,451705.7,467746.8,2108333,9784,384,4195618.15,0.0046,0.0393,8.97,5
549,10,AG_10_4,AUD6,Video,Max Conversions,7.6,389899.5,354468.42,1473024,6800,254,3903970.63,0.0046,0.0375,11.014,5
550,10,AG_10_5,AUD8,Video,tROAS,10.65,289066.74,274904.09,1739435,8142,305,3729748.65,0.0047,0.0375,13.567,5
551,11,AG_11_1,AUD1,Social,Max Conversions,13.31,189033.06,190325.56,1012584,9463,353,4482554.39,0.0093,0.0374,23.552,5
552,11,AG_11_2,AUD5,Social,Manual CPC,10.35,157555.93,157039.83,921404,9705,340,4008216.11,0.0105,0.0351,25.524,5
553,11,AG_11_3,AUD8,Social,Max Conversions,13.78,162467.72,160913.37,1009144,9600,340,5904323.08,0.0095,0.0354,36.693,5
554,11,AG_11_4,AUD9,Social,Max Conversions,14.33,166124.96,146458.84,1036663,9990,419,6702652.55,0.0096,0.042,45.765,5
555,11,AG_11_5,AUD3,Social,Max Conversions,16.03,186577.57,193790.6,1130600,11142,415,5293968.38,0.0099,0.0373,27.318,5
556,12,AG_12_1,AUD10,Display,Max Conversions,11.25,254802.15,244641.32,2456793,13841,346,6092728.37,0.0056,0.025,24.905,5
557,12,AG_12_2,AUD1,Display,Max Conversions,6.77,245987.92,242999.74,1584008,9118,220,3254343.4,0.0058,0.0241,13.392,5
558,12,AG_12_3,AUD5,Display,tROAS,5.22,277550.98,262290.06,1881045,11696,273,3810937.91,0.0062,0.0234,14.529,5
559,12,AG_12_4,AUD10,Display,Manual CPC,8.48,268274.1,250087.65,2340702,13137,308,4137887.2,0.0056,0.0235,16.546,5
560,12,AG_12_5,AUD6,Display,Manual CPC,8.9,280903.32,274771.43,2785376,14999,336,3494634.03,0.0054,0.0224,12.718,5
561,13,AG_13_1,AUD5,Display,Max Conversions,6.9,263028.03,264036.47,2725237,29577,870,8458090.13,0.0109,0.0294,32.034,5
562,13,AG_13_2,AUD8,Display,Max Conversions,9.13,205355.73,192559.6,2471764,25825,724,9745401.51,0.0104,0.028,50.61,5
563,13,AG_13_3,AUD5,Display,tROAS,11.94,165465.47,142227.49,1421383,13573,385,4849010.71,0.0095,0.0284,34.093,5
564,13,AG_13_4,AUD8,Display,Max Conversions,6.44,212321.46,222268.33,1598327,16480,483,6187134.59,0.0103,0.0294,27.836,5
565,13,AG_13_5,AUD3,Display,Max Conversions,8.33,278661.25,290360.38,2309505,25655,696,9739083.22,0.0111,0.0272,33.541,5
566,14,AG_14_1,AUD3,Video,tROAS,13.17,58322.45,51463.35,194504,1148,15,203230.04,0.0059,0.0135,3.949,5
567,14,AG_14_2,AUD4,Video,Max Conversions,10.79,67371.16,65303.08,312692,1797,27,387324.43,0.0057,0.0151,5.931,5
568,14,AG_14_3,AUD10,Video,tROAS,12.63,63414.69,57280.94,189053,1122,17,201271.31,0.0059,0.0154,3.514,5
569,14,AG_14_4,AUD5,Video,Manual CPC,9.05,46132.23,46201.08,225180,1444,19,270777.76,0.0064,0.0133,5.861,5
570,14,AG_14_5,AUD5,Video,Max Conversions,7.7,58725.7,50090.78,158632,891,12,149757.02,0.0056,0.0135,2.99,5
571,15,AG_15_1,AUD4,Social,Manual CPC,13.27,108246.47,98670.02,815442,13553,470,7382828.25,0.0166,0.0347,74.823,5
572,15,AG_15_2,AUD1,Social,Max Conversions,11.79,121801.45,127636.23,829887,15315,546,6174140.67,0.0185,0.0357,48.373,5
573,15,AG_15_3,AUD7,Social,Max Conversions,16.64,94943.32,86330.83,541970,9085,315,4163936.06,0.0168,0.0348,48.232,5
574,15,AG_15_4,AUD5,Social,Max Conversions,15.13,97684.26,98866.56,467388,7816,310,5249126.57,0.0167,0.0398,53.093,5
575,15,AG_15_5,AUD2,Social,Manual CPC,12.22,153166.71,132891.31,679588,12157,467,5623192.99,0.0179,0.0385,42.314,5
576,16,AG_16_1,AUD1,Search,Max Conversions,18.32,652959.85,613103.9,2618593,59044,3613,32101031.54,0.0225,0.0612,52.358,5
577,16,AG_16_2,AUD4,Search,tROAS,19.98,621522.43,633522.1,3014003,69782,4026,61669305.59,0.0232,0.0577,97.344,5
578,16,AG_16_3,AUD4,Search,Manual CPC,22.44,529450.9,487080.19,1935545,48834,2727,43768832.49,0.0252,0.0558,89.86,5
579,16,AG_16_4,AUD6,Search,tROAS,20.5,507369.81,521035.82,2195406,51304,3389,52701261.44,0.0234,0.0661,101.147,5
580,16,AG_16_5,AUD5,Search,tROAS,25.59,747363.81,739244.1,2900229,75507,4479,45294466.05,0.026,0.0593,61.271,5
581,17,AG_17_1,AUD4,Display,Max Conversions,6.76,756556.03,748275.4,7468939,66304,2338,27656420.09,0.0089,0.0353,36.96,5
582,17,AG_17_2,AUD5,Display,Max Conversions,7.07,889428.76,813767.06,7412252,61848,2074,33644659.36,0.0083,0.0335,41.344,5
583,17,AG_17_3,AUD8,Display,Manual CPC,7.93,847343.3,861830.52,10099044,86364,3075,50130193.43,0.0086,0.0356,58.167,5
584,17,AG_17_4,AUD10,Display,Manual CPC,9.43,508724.32,439476.29,3426442,26808,972,12083710.33,0.0078,0.0363,27.496,5
585,17,AG_17_5,AUD1,Display,tROAS,7.09,508737.48,521316.92,5802704,49705,1731,29016994.82,0.0086,0.0348,55.661,5
586,18,AG_18_1,AUD2,Display,Max Conversions,9.65,557173.12,583521.59,4589589,43756,1657,26723381.06,0.0095,0.0379,45.797,5
587,18,AG_18_2,AUD1,Display,tROAS,5.06,724215.45,753055.52,4757769,52142,1791,14473217.81,0.011,0.0344,19.219,5
588,18,AG_18_3,AUD1,Display,Max Conversions,5.09,535002.59,511090.05,4442058,49749,1580,17571626.77,0.0112,0.0318,34.381,5
589,18,AG_18_4,AUD3,Display,tROAS,8.27,717755.47,638634.2,5146469,55798,2065,18799640.94,0.0108,0.037,29.437,5
590,18,AG_18_5,AUD9,Display,Max Conversions,11.89,823746.32,723504.98,4713772,46581,1678,19720634.74,0.0099,0.036,27.257,5
591,19,AG_19_1,AUD6,Search,Manual CPC,26.41,176386.38,159996.74,604019,17046,1690,16711906.16,0.0282,0.0992,104.452,5
